text,sentiment
Jamie Dimon Chairman and Chief Executive Officer at JPMorgan Chase & Co.,0.0
"Absolutely, positively not.",0.5709
"an outcome of doing good business, we want to do good business.",0.7269
"If it grows our balance sheet, we're fine.",0.2023
"Jeremy Barnum Chief Financial Officer at JPMorgan Chase & Co. And I do think, Gerard, it depends a lot on what type of loans you're talking about, right?",0.0
"So I think in the end, as Jamie says, like it's capital, we're going to deploy it ideally to grow the franchise organically and that could include loans that are almost good loans on a standalone basis as well as loans that are part of an overall relationship where we're getting other revenue as part of that.",0.8405
So it's the same strategy that we've always had.,0.0
But I wouldn't think of it as like excess capital to be deployed against a particular product.,0.5023
I would think of it as it's there for a rainy day.,-0.0772
"Let's hope the environment doesn't deteriorate a lot, but if it does, we'll be ready.",0.6369
And there'll be opportunities hopefully to deploy it against the client franchise or against the stock.,0.6486
"And if not, we'll return it.",0.0
It's not... Gerard Cassidy Analyst at RBC Capital Markets Very good.,0.4927
Appreciate the color and candor as always.,0.4019
Thank you.,0.3612
Operator Thank you.,0.3612
Our next question comes from the line of Matt O'Connor with Deutsche Bank.,0.0
You may proceed.,0.0
Matt O'Connor Analyst at Deutsche Bank Aktiengesellschaft Good morning.,0.4404
So lower rates was supposed to drive a pickup in loan growth and conversion of some of these investment banking pipelines.,0.0276
"Obviously, we just had one cut, and it's early, but any beginning signs of this in terms of the interest in borrowing more and again conversion of the banking pipelines?",0.5346
Jeremy Barnum Chief Financial Officer at JPMorgan Chase & Co.,0.0
"I would say, Matt, generally no, frankly, with a couple of minor exceptions.",-0.296
"So I think it's probably fair to say that the outperformance late in the quarter in investment banking fees was to a meaningful degree, as I mentioned, driven by DCM as well as to some degree driven by the acceleration of the closing of some M&A transactions.",0.6908
And I do think that some of that DCM outperformance is in the sort of types of deals that are opportunistic deals that aren't in our pipeline and those are often driven by treasurers and CFOs sort of seeing improvement in market levels and jumping on those.,0.4601
So it's possible that that's a little bit of a consequence of the cuts.,-0.296
"As I think I mentioned, we did see, for example, a pickup in mortgage applications and a tiny bit of pickup in refi.",0.0
"In our multifamily lending business, there might be some hints of more activity there.",0.0
"But these cuts were very heavily priced, right?",-0.4215
The curve has been inverted for a long time.,0.0
"So to a large degree, this is expected.",0.0
"So I'm not -- it's not obvious to me that you should expect immediate dramatic reactions, and that's not really what we're seeing... Jamie Dimon Chairman and Chief Executive Officer at JPMorgan Chase & Co.",0.0
"In the debt markets, rates came down, spreads are quite low and markets are wide open.",-0.5984
So it kind of makes sense that people are taking advantage of that today.,0.25
"Those conditions may not prevail, ongoing conditions late next year.",0.0
"Matt O'Connor Analyst at Deutsche Bank Aktiengesellschaft And then specifically in the debit and credit card spend that you guys break out, you had nice growth year-over-year, up 6%, flat Q-Q.",0.7906
I know there's a lot of seasonality 2Q to 3Q.,0.0
"I think last year it was up about 1%, but are you seeing any kind of changes in the consumer spend, either the mix or some signs of a slowdown later in the quarter?",0.0
Thank you.,0.3612
Jeremy Barnum Chief Financial Officer at JPMorgan Chase & Co.,0.0
So I think what there is to say about consumer spend is a little bit boring in a sense because what's happened is that it's become normal.,-0.2551
"So meaning -- I mean, I think we're getting to the point where it no longer makes sense to talk about the pandemic, but maybe one last time.",-0.1531
"One of the things that you had was that heavy rotation into T&E as people did a lot of traveling and they booked cruises that they hadn't done before and everyone was going out to dinner a lot, whatever.",0.0
"So you had the big spike in T&E, the big rotation into discretionary spending and that's now normalized.",0.0
And you would normally think that rotation out of discretionary into non-discretionary would be a sign of consumers battening down the hatches and getting ready for a much worse environment.,-0.1531
"But given the levels that it started from, what we see it as is actually like normalization.",0.5023
"And inside that data, we're not seeing weakening, for example, in retail spending.",0.2411
"So overall, we see the spending patterns as being sort of solid, consistent with the narrative that the consumer is on solid footing and consistent with a strong labor market and the current central case of a kind of no landing scenario economically.",0.3444
"But obviously, as we always point out, that's one scenario and there are many other scenarios.",0.0
Matt O'Connor Analyst at Deutsche Bank Aktiengesellschaft Got it.,0.0
Thank you.,0.3612
Operator Thank you.,0.3612
Our next question comes from the line of Mike Mayo from Wells Fargo Securities.,0.4939
You may proceed.,0.0
Mike Mayo Analyst at Wells Fargo Securities Hey.,0.4939
"Jamie, I think I've seen you comment on government this year more than any other time in your career.",0.0
"And August 2 op-ed, Washington Post, Davos, you're talking about government.",0.0
"I think it was this week or last week on Bloomberg, you're saying bank mergers should be allowed.",0.0
"Your bus tour in August, you were asked, which is my question now, under what circumstances would you leave for government service?",-0.0516
"And your answer then was, I love what I do.",0.6369
We get it.,0.0
"You love what you do, but under what circumstances would you consider government service?",0.3818
It seems like you'd be more likely to go now than in the past just based on the numerous comments that you've made.,0.3612
"Is that right, wrong, what you're thinking?",-0.4767
Jamie Dimon Chairman and Chief Executive Officer at JPMorgan Chase & Co.,0.0
I think it's wrong.,-0.4767
I've always been a American patriot and my country is more important to me than my company.,0.2716
"And I think that the government is very important to get this -- and if you look at the world today, Mike, it is so important that we get things right for the whole geopolitical world.",0.4915
So I'm not just talking about the American economy.,0.0
"So -- and we try to participate in policy at the local level, at the state level, at the federal level, at the international level to try to help -- that's our job.",0.4019
We try to grow economies and things like that.,0.3612
"So nothing has changed in my view, my opinion or my interest.",0.4588
"I just think it's very, very important that we try to help government do a good job.",0.7889
"Mike Mayo Analyst at Wells Fargo Securities So if you were asked by the next administration to serve the country, would you be open to considering it?",0.4939
Jamie Dimon Chairman and Chief Executive Officer at JPMorgan Chase & Co.,0.0
"I think the chance of that is almost nil, and I probably am not going to do it.",0.25
But I've always reserve the right.,0.0
I don't make promise to people.,-0.2411
We don't have to.,0.0
"But no, I love what I do.",0.6124
I intend to be doing what we're doing.,0.0
I almost guarantee I'll be doing this for a long period of time or at least until the Board kicks me out.,0.1796
Mike Mayo Analyst at Wells Fargo Securities Let me take the flip side of that question for those who are worried about you leaving.,0.25
"The other side of the question is, we're on these calls for the last couple of years.",0.0
You're saying the stock is overvalued and I think part -- I think that's what you're saying.,0.0
"You're saying the stock market is overvalued and therefore, all stocks are overvalued.",0.0
"And on the one hand, you guys -- you highlight on this call, AI, tech, market share gains, high returns, high capital.",0.8481
"So do you think in some ways, when you think about the value of your price and your ability to do buybacks, you're thinking more about an old-school model for valuing your stock as opposed to a new school model that might put you in the category of more a tech-oriented firms, especially as it relates to your progress with AI?",0.836
Jamie Dimon Chairman and Chief Executive Officer at JPMorgan Chase & Co.,0.0
"Listen, you're making a very good point, which is -- I think we have an exceptional company, exceptional franchises and the price point when you might buy the stock, but I'm not that exuberant about thinking even tech valuations or any valuations will stay at these very inflated values.",0.2397
And so I'm just -- we're just quite patient in that and I think you're going to have to judge us over time before we've done the right thing enough.,0.0
"And remember, we can always do it.",0.0
We haven't lost the money.,0.2411
It didn't go away.,0.0
It's sitting in store.,0.0
"The only time we'll be really wrong is if the stock runs way up, you got to buy at much higher prices.",-0.5256
And I just -- I would be a real skeptic about that happening.,-0.2263
Operator Thank you.,0.3612
Our next question comes from Ebrahim Poonawala from Bank of America.,0.0
Your line is open.,0.0
Ebrahim Poonawala Analyst at Bank of America Merrill Lynch Yeah.,0.296
Good morning.,0.4404
"I guess, just wanted to follow up.",0.0
You talked about private credit and the disruption to bank lending.,0.0258
Another area I would appreciate if you can address is we are hearing a lot about the likes of Jane Street and other market makers potentially disrupting fixed income trading.,0.6705
Is that a real risk?,-0.2732
And is there an opportunity for a firm like JPMorgan to actually compete on the private venue side on market making beyond traditional sort of FIC activity?,0.6486
"Jeremy Barnum Chief Financial Officer at JPMorgan Chase & Co. Ebrahim, the way I would frame that is not as a risk, but as a reality.",0.1045
Like we've always emphasized in all of our businesses that we operate in an extremely competitive environment and that applies to -- and that competitive environment isn't limited to competing against banks or traditional financial institutions.,0.7312
It extends in the consumer space to fintechs.,0.128
"And in the market- making space, it obviously increasingly is extending to some of the types of firms that you're referring to.",0.0
"Now those firms are in many cases also clients and that's the same type of dynamic that you see, for example, in the private credit space that we've discussed before.",0.6369
So there's no question that the ecosystem is changing.,-0.3566
You've got new competitors.,0.0
"You've got changes in market structure, new dynamics.",0.2732
"And as with any business, we are innovating and adjusting and making sure that we're prepared to compete in all the traditional ways and all the new ways.",0.4939
"Of course, there are some ways in which being a bank hinders our ability to do that.",0.3182
"And one of the arguments that we've made going back to the capital liquidity regulations is that when you come to the impact on the kind of U.S. capital markets ecosystem, which is the envy of the world, it's worked well in its current construct for a long time where some activities were inside the regulated perimeter and there was robust participation from unregulated capital of various sorts.",-0.0772
"And a world where more and more of that activity gets pushed outside of bank market makers is a meaningful change to that structure that is untested, and it's unclear why you would want that.",0.1531
"And we've cautioned that if that's the intent of the regulations, it should be intentional and well-studied.",0.0
"But in the meantime, we're going to adjust and compete to the best of our ability given the constraints of the current rule set.",0.8674
Jamie Dimon Chairman and Chief Executive Officer at JPMorgan Chase & Co. Can I just add?,0.0
"So in the private markets, it remains to be seen how that develops.",0.0
There is a little bit of that and some people talking about making more active things in private markets.,0.4576
"In some ways, we're well-positioned for that too, because for that, you need liquidity, market making, valuation, buyers and sellers on both sides to create liquidity.",0.2732
"So that hasn't developed yet, but we're not -- we should -- we may have competition, but we'll be there when the time comes.",0.0
And the second one is in the public markets.,0.0
"You have seen reports about deal inventories, both corporate and treasuries.",0.2263
And I do think that's hampered a little bit.,0.0
"But again, we do it, remember, for clients.",0.0
"So we are large market makers in both sides of the markets for clients, more credit and treasuries and -- which is a little different than some of the other people just trading for their own account.",0.6195
"And so they're both competition from our standpoint, but we're there.",0.0
We're going to do it.,0.0
We're going to deploy more capital we want.,0.144
And we would even deploy more capital at lower returns if we really had to do that to service clients.,-0.3535
So we're very conscious of it.,0.0
There'll be competition on both sides.,0.0
"And as Jeremy said, we sat here, I don't know, 10 years ago, talking about the electronification of the business and can we keep up with that?",0.0
"And so far, we have.",0.0
Ebrahim Poonawala Analyst at Bank of America Merrill Lynch Got it.,0.0
And just one quick one.,0.0
"I think, Jeremy, you, I think, mentioned QT stopping at some point.",0.4466
We saw the repo sort of market spike at the end of September.,0.0
Just give us your perspective on just the risk of market liquidity shock as we move into year-end.,-0.5719
How -- and do you have a view on how quickly Fed should recalibrate QT or actually stop QT to prevent some ?,0.7154
Thanks.,0.4404
"Jeremy Barnum Chief Financial Officer at JPMorgan Chase & Co. Yeah, it's a good question, Ebrahim.",0.6249
But I think you've kind of answered your own question.,0.0
"In other words, like the argument out there is that the repo spike that we saw at the end of this quarter was an indication that maybe the market is approaching that lowest comfortable level of reserves that's been heavily speculated about and recognizing that, that number is probably higher and driven by the evolution of firm's liquidity requirements as opposed to some of the more traditional measures.",0.25
"And side point is just another reason why it's important to look at the whole framework holistically when we think about the regulatory response, the events of two springs ago.",0.2023
"You don't want those types of spikes and it raises some questions about why there isn't more readiness to deploy into those types of disruptions, albeit this one was relatively minor.",-0.5542
"But in any case, when you put all that together, it would seem to add some weight to the notion that maybe QT should be wound down and that seems to be increasingly the consensus that that's going to get announced at some point in the fourth quarter.",0.7003
"So my only point was, if you play that view through, it's a residual headwind for system-wide deposit growth, which gets removed, and that's one of the reasons that we feel that we're probably in the trough of our deposit balances at the level... Jamie Dimon Chairman and Chief Executive Officer at JPMorgan Chase & Co. Yeah.",0.7351
So I just want to add a couple of policy things here.,0.1477
"I'm not actually sure they can actually do that because you have inflationary factors out there, partially driven by QE.",-0.2411
"And also look at the volatility, it's not a risk to JPMorgan.",0.2057
It's a risk to the system.,-0.2732
And what banks have -- I've already mentioned the constrained balance sheet a little bit.,-0.1027
So the banks will have trillions of dollars of cash and unable to deploy to the repo markets.,0.0
"And is it a good policy to think that every time that happens because you can do it very safely, fully collateralize all things like that, providing what I call flexible financing in the marketplace that, that happens, the Fed has to step in every time.",0.8687
"I think that becomes a policy issue that every time there comes some kind of fluctuation in the market, people panic and the Feds got to stump in and provide stuff.",-0.5106
And can they always do that if you have a slightly more inflationary environment going forward?,0.0
So I think you have to be very thoughtful about this.,0.4391
"That's why we do think they should look at calibrating SLR and ECLR and CET1 and all these things, particularly for this.",0.0
"So my view is, it is going to happen again.",0.0
"I can't tell you exactly when, but I'd be -- when, but I'd be surprised if it doesn't happen again.",0.3291
Ebrahim Poonawala Analyst at Bank of America Merrill Lynch Got it.,0.0
"Thank you, both.",0.3612
Operator Thank you.,0.3612
Our next question comes from the line of Betsy Graseck from Morgan Stanley.,0.0
Your line is open.,0.0
"Betsy Graseck Analyst at Morgan Stanley Oh, hi, good morning.",0.4404
"Jeremy Barnum Chief Financial Officer at JPMorgan Chase & Co. Hey, Betsy.",0.0
Betsy Graseck Analyst at Morgan Stanley Can you hear me?,0.0
Hello?,0.0
"Jamie Dimon Chairman and Chief Executive Officer at JPMorgan Chase & Co. Yeah, we can hear you.",0.296
Yeah.,0.296
Betsy Graseck Analyst at Morgan Stanley Can you hear me okay?,0.2263
"Jeremy Barnum Chief Financial Officer at JPMorgan Chase & Co. Yeah, we can hear you.",0.296
Can you hear us?,0.0
"Betsy Graseck Analyst at Morgan Stanley Oh, yes.",0.4019
Thank you.,0.3612
"So, one for Jeremy, one for Jamie.",0.0
"Jeremy and Jamie, sorry about the NII question I'm going to have, but it is more than half your revenue, so I kind of care about it.",0.6256
"But when I'm thinking about the trough and then the build up, QT ending deposit growth, I mean that's part of the calculation for improvement as we go into 2025, right?",0.9217
I should embed that outlook.,0.0
Is that right?,0.0
And that's embedded in how you're thinking about it.,0.0
"I know we don't have a number from you for NII for 2025, but it is in there, right?",-0.0286
Jeremy Barnum Chief Financial Officer at JPMorgan Chase & Co. Yeah.,0.296
"In other words, it goes back to my prior point and to the point that I had in the prepared remarks about the consumer deposit balances in particular that there's a bunch of different offsetting factors right now, right?",0.2263
"You've got the yield curve, you've got Card revolve and you've got balances, and balances have been a headwind.",0.0
We now see it as neutral and they could potentially become a tailwind later in the year.,0.0
"And one of the potential reasons for that is one of the potential tailwind -- one of the potential reasons for that is the potential end of QT, but emphasize the word potential to Jamie's point.",0.3108
You also obviously have a little bit of the fixed asset -- fixed -- fixed rate asset reprice dynamics starting to flow through a little bit.,0.7269
"While we're on NII, just to annoy Jamie a little bit more, I do want to make a point that I didn't get a chance to make previously, which is there is a reason that we emphasized the implied fourth quarter run rate for the Markets NII in the presentation, which is that if you take that and you annualize it, it gives you a launch point run rate, which is significantly higher than what's currently in the consensus and obviously what we've seen this year.",-0.4699
And I'll give you the concise version of my usual speech.,0.0
The changes in Markets NII are almost always bottom-line neutral and offset in NIR.,0.0
"But for the I'm trying to help you guys with your models, I would just encourage you to recognize what that launch point is, the number of cuts that are in the curve, the fact that, that number has historically and in the recent past been quite liability sensitive.",0.6663
So you can draw your own conclusions about what that should mean.,0.0
"Again, shouldn't change the overall revenue expectation.",0.0
"It's just a balance sheet and income statement geography issue, but just for the sake of helping you tidy up models, I wanted to make that point.",0.4215
"Betsy Graseck Analyst at Morgan Stanley And so Daniel's comments in September were on NII in total or NII ex-Markets, could you... Jeremy Barnum Chief Financial Officer at JPMorgan Chase & Co. Those were core NII or NII ex.",0.0
"So again, reiterating at the time, the '24 consensus was $91.5 billion, the '25 consensus was $90 billion on NII ex.",0.0
"And our point was that, that number, which remains an asset-sensitive number, indicated an insufficient amount of sequential decline year-on-year.",0.1531
The current consensus as we see it for NII ex-Markets is $87 billion.,0.0
"And as we've noted, that's closer, albeit maybe still a little bit toppy.",0.0
Betsy Graseck Analyst at Morgan Stanley Okay.,0.2263
And then one for Jamie.,0.0
"Jamie, we did talk already quite a bit about the capital that you have, capital in store.",0.0
Just wanted to understand how you're thinking about that opportunity set that's in front of you with regard to using it for potentially portfolio acquisitions.,0.4215
"I realize that depositories are not on the docket, but we all know there's portfolios out there that might be looking for a home.",0.0
And could you give us a sense as to how interested you might be in acquiring assets at this stage?,0.5267
Jamie Dimon Chairman and Chief Executive Officer at JPMorgan Chase & Co. Yeah.,0.296
So I mean acquisitions.,0.0
"I mean, I always want our people to be looking at those things and thinking about those things and being -- but if you listen to what I'm saying about my question about the world, I'm not -- it's hard for me to say that we're going to be in the market to buy credit assets.",0.7222
Betsy Graseck Analyst at Morgan Stanley What about... Jamie Dimon Chairman and Chief Executive Officer at JPMorgan Chase & Co.,0.0
"Creating credit assets to help clients, that's a whole different matter because when it comes to clients, we earn credit asset spread and we usually have other stuff.",0.9081
"That -- if our bankers can deploy capital that way, of course, we want to do more.",0.0772
"And our CIO could deploy capital in multiple ways, we would probably do more.",0.0
"And we ask all the time, can we do more in affordable housing?",0.0
Can we do more in things we're actually quite comfortable?,0.5563
"And yeah, if we can find ways to deploy capital, we would be happy to do that.",0.7096
But put us in a stretch.,0.0
"Betsy Graseck Analyst at Morgan Stanley I'm just wondering about the private label credit card, for example.",0.3818
Is that something that would help clients?,0.4019
Jamie Dimon Chairman and Chief Executive Officer at JPMorgan Chase & Co.,0.0
Almost no chance.,-0.0478
But having -- it's very important.,0.3898
"Why I say that, I always tell the management team second guess me.",0.0
"I mean, we've done private label.",0.0
I know what it is.,0.0
We've been there.,0.0
I have a lot of issues with it.,0.0
But is it possible that something is different one day and a different thing?,0.0
"Yeah, it's possible.",0.296
So I don't want to cut it off.,0.0807
"If Marianne Lake says to me, Jamie, you're not thinking clearly, the world's changed, we're going to change.",-0.3089
"But right now, I would say, no chance.",-0.0772
Betsy Graseck Analyst at Morgan Stanley Thank you so much.,0.3612
Operator Thank you.,0.3612
Our final question will come from Saul Martinez with HSBC.,0.0
Your line is open.,0.0
"Saul Martinez Analyst at HSBC Hey, good morning.",0.4404
"I'm not going to ask about a specific NII in '25, but I did want to delve into the -- how to think about your deposit margin in volume dynamics in the CCB over the next few years?",0.4767
"You have seen a decent amount of pressure in the deposit margin, 2.6% , down about 30 basis points as deposit balances have come down, so put some pressure on deposit NII.",-0.5267
But deposit margins are still well above where they were when rates were at levels that are consistent with where the forward curve is now has been going.,0.3919
"So I guess, how do we think about both volumes and margin dynamics if rates do come down, say, to level that are consistent with the forward curve?",0.2732
"I know the forward curve is likely going to be wrong, but that's the reference point we have.",-0.2617
"And conversely, volume offsets, you mentioned, Jeremy, the retail deposits becoming a tailwind.",0.0
I guess how much of a tailwind could they be especially as you are expecting to gain quite a bit of market share in retail deposits?,0.6808
So just give us a sense of sort of the push and pulls of these dynamics that really help drive the deposit -- the value of the deposit franchise.,0.7574
Jeremy Barnum Chief Financial Officer at JPMorgan Chase & Co. Sure.,0.3182
Yeah.,0.296
"Thanks for the question, Saul.",0.4404
And I think you've laid out your -- the building blocks there already.,-0.2263
"Just for simplicity, I'm going to try to answer your question without referring to the disclosed CCB deposit margin number just because that number is obviously the combination of the rate paid on the CCB deposits and the internal FTP into that.",0.1531
And that is a complicated thing that evolves as a function of the modeling of the betas and other things.,0.0
So I think it's actually more helpful to look at this simply from a firm-wide perspective and look at the evolution of the rate paid in the context of the policy rates roughly and to set aside duration management and all those other factors.,0.4754
"And I think when you do that, what you see is we've been saying for a while that the deposit margin defined for these purposes is simply the difference between the policy rate and the weighted average rate paid of the consumer deposits was unsustainably high.",0.0
And that was going to have to correct one way or the other.,0.0
"Either our deposits were going to reprice at the product level through checking and savings and/or we were going to see a ton of internal migration, i.e., growth in the CD mix and/or we would see a lower policy rate.",0.1027
"So as we sit here right now, of course, we make pricing decisions in the context of market competition at any given moment, looking at what the environment is for deposits.",0.0
"But it -- we have not needed to reprice in order to retain primary bank relationships, which was always our core strategy.",0.0
We were never going to chase sort of the hot money at the margin.,0.0
We've leaned in heavily to CDs and gotten to the current level of CD mix and that's been a good strategy.,0.4404
"And from where we sit now, we now have the margin coming down as a result of the policy rate coming down.",0.0
"It seems that, that puts us in a pretty comfortable position from a pricing perspective.",0.7579
We think the CD mix has probably peaked.,0.0
"Now on the way down, it's not going to go back down to zero where it was at the beginning of the cycle.",0.0
That's an important thing to realize.,0.2023
"So all else equal, that creates a little bit of margin compression.",0.2732
"And then through all of that, obviously, a lower yield environment should mean that there's a little bit less outflow from consumer deposits.",-0.296
"As I mentioned, we're seeing a lot less yield seeking behavior.",0.0
"So then when you overlay on to that, what you mentioned, which is our long-term share growth in CCB deposits in no small part as a function of the brand strategy and the build out and the fact that only about a quarter of our top 125 markets in CCB are at that 15% share number.",0.7096
So we believe there's big opportunity to grow the rest of it and be on track at the type of like average annual share growth of the order of 30 basis points or 40 basis points that we've seen historically.,0.8442
That's how you kind of assemble a tailwind from a normalized deposit margin and balanced growth in consumer.,0.3818
"Jamie Dimon Chairman and Chief Executive Officer at JPMorgan Chase & Co. And Jeremy, correct me if you think I'm wrong.",-0.4767
"The abnormal time period was in range -- between 0% and 1%, 2%.",0.0
"Other than that, if you look at -- if you were going to say what are normal deposit margins in the normal banking business, forget people going up really hot money because that happens is 2% to 2.5%.",-0.2263
Jeremy Barnum Chief Financial Officer at JPMorgan Chase & Co.,0.0
Absolutely.,0.0
I agree.,0.3612
Saul Martinez Analyst at HSBC Okay.,0.2263
"No, that's helpful.",0.1531
"So it sounds like you're a little bit above that, but there's still some pressure, but you're not dramatically above those levels.",-0.2307
Jeremy Barnum Chief Financial Officer at JPMorgan Chase & Co.,0.0
Correct.,0.0
Jamie Dimon Chairman and Chief Executive Officer at JPMorgan Chase & Co. We're in very good returns in business and wealth -- Banking & Wealth Management.,0.8622
We're growing market share.,0.4404
"We -- and when we build branches and stuff like that, we don't necessarily assume current margins.",0.3612
We look at what would be normal margins over time.,0.0
And we're very comfortable building very nice business for you all.,0.7708
Saul Martinez Analyst at HSBC Got it.,0.0
Okay.,0.2263
"No, that's helpful.",0.1531
Thanks a lot.,0.4404
That's all I got.,0.0
Jeremy Barnum Chief Financial Officer at JPMorgan Chase & Co.,0.0
"Thanks, Saul.",0.4404
Thanks everyone.,0.4404
Jamie Dimon Chairman and Chief Executive Officer at JPMorgan Chase & Co.,0.0
Thank you.,0.3612
